temps;vitesse
172;0.062118111670272605
173;0.07463966372329449
174;0.07418032535577355
175;0.07372085202496047
176;0.06073888130299502
177;0.07097129301298095
178;0.07097129301298095
179;0.08257403336766882
180;0.08394482868712475
181;0.08303109905289022
182;0.04892894014330567
183;0.07051409333717515
184;0.07051409333717515
185;0.0815996887699097
186;0.058648648440891155
187;0.09883891681439659
188;0.08914132792201304
189;0.08914132792201304
190;0.09824923857134918
191;0.11448275082868105
192;0.11336356818885147
193;0.13346985991391946
194;0.10335868854246133
195;0.10253793996138179
196;0.11637070362964692
197;0.1082431206684953
198;0.11724475052837988
199;0.11693789483320473
200;0.12671804627527478
201;0.12629680039256527
202;0.2024306520338581
203;0.22005316992828314
204;0.18816083258537192
205;0.16139746382897185
206;0.16044850820956186
207;0.1427350018147581
208;0.1516173123869018
209;0.15001691457379593
210;0.15039249768797391
211;0.15197562339182524
212;0.15122477358924186
213;0.14921914409715611
214;0.1579608669513155
215;0.1650875941993732
216;0.16550099873014204
217;0.17382729799197136
218;0.1750686053225212
219;0.17336648810867103
220;0.17336648810867103
221;0.18120044941062588
222;0.18848289208788088
223;0.18966618128345658
224;0.1897166078753912
225;0.1978784504229614
226;0.1982373990045022
227;0.18790141453350032
228;0.1971441297166376
229;0.18035626107619604
230;0.18035626107619604
231;0.19855098298969376
232;0.1875929587012825
233;0.1869717500223887
234;0.17653574077787226
235;0.18511636959893352
236;0.19555237884344995
237;0.20577410672723026
238;0.19256954371939644
239;0.20183244239602516
240;0.21243178945170524
241;0.22033978938588375
242;0.22033978938588375
243;0.22033978938588375
244;0.13881688251410448
245;0.11803760947881801
246;0.1646749563956237
247;0.1956348637306012
248;0.1851215353702916
249;0.2339368770004083
250;0.22296984401852407
251;0.2044703221963045
252;0.22223645911957912
253;0.2297944597785013
254;0.23068832859110056
255;0.23911317018143746
256;0.21956733743049603
257;0.21885329121977057
258;0.23660925280857015
259;0.23543091095892418
260;0.23543091095892418
261;0.23507219530824774
262;0.24360719505890874
263;0.23428105065181964
264;0.24145425895155592
265;0.23991444387948896
266;0.2403441254565897
267;0.24826404314360945
268;0.2561622634784915
269;0.26487376492106207
270;0.2627269956345173
271;0.2632164786716461
272;0.2632164786716461
273;0.2690075581247552
274;0.2775116154191342
275;0.2756809304551768
276;0.2833369214121893
277;0.2823155130781621
278;0.2823155130781621
279;0.2890516685719318
280;0.29855354237280196
281;0.28848570835992726
282;0.2862860908144674
283;0.2748773413366191
284;0.2748773413366191
285;0.2903195438742817
286;0.2888726662435265
287;0.2890099108426525
288;0.29556864207175526
289;0.30352855244356813
290;0.30352855244356813
291;0.28267261216100725
292;0.2986606917702544
293;0.314763890508947
294;0.30393773994676954
295;0.2951660937427999
296;0.2951660937427999
297;0.29197363646843905
298;0.31565342112922545
299;0.3141186264495194
300;0.30323874457058814
301;0.31697401901793837
302;0.31697401901793837
303;0.31484110766992146
304;0.305697651063039
305;0.3124221658873007
306;0.31660208301130244
307;0.32490772972724763
308;0.32490772972724763
309;0.32826685068759515
310;0.33345854441982137
311;0.3385709454713389
312;0.3373416270075331
313;0.3440421238343141
314;0.3440421238343141
315;0.3391703046710108
316;0.33731578208687957
317;0.33547485796017085
318;0.3337204905316029
319;0.33885337418353056
320;0.33885337418353056
321;0.33478938072568065
322;0.33954628688620236
323;0.3458830683465298
324;0.3505915561630341
325;0.35541814823180606
326;0.35541814823180606
327;0.35143132618766854
328;0.3498471246007433
329;0.36234283440589027
330;0.36555989979759945
331;0.36367617437881233
332;0.36367617437881233
333;0.3860790697385669
334;0.3699927271713194
335;0.3747613148141193
336;0.3728684205618713
337;0.3845925141885761
338;0.3845925141885761
339;0.3869296688892331
340;0.384033034938042
341;0.38812550195316997
342;0.3924678807451179
343;0.381160129475901
344;0.381160129475901
345;0.39580388455183607
346;0.4072791399660344
347;0.3927404498339047
348;0.3828898179123402
349;0.39157266844160815
350;0.4037693352276491
351;0.3907592822054355
352;0.4032614862433333
353;0.39339032000342705
354;0.3913905517789365
355;0.4067408175955542
356;0.41651985736267
357;0.411599060669702
358;0.41318358328077465
359;0.4086127077583232
360;0.4291607604255751
361;0.4224308302204404
362;0.4249739897788303
363;0.4217290623396352
364;0.4150819444966643
365;0.4106644392854614
366;0.419405305140687
367;0.43070067217611624
368;0.4333360869255009
369;0.4392009934834866
370;0.4399912966501636
371;0.43127463558256585
372;0.4313271661524773
373;0.43763890866721494
374;0.44283672795150053
375;0.4319903770845048
376;0.44314652514909625
377;0.4346399767844577
378;0.4460016900419338
379;0.4449908061491429
380;0.45785991884578947
381;0.4531602778473832
382;0.44944423700572217
383;0.441108882864228
384;0.45431607039684374
385;0.45326369682534373
386;0.4651886175455653
387;0.45666068980912483
388;0.4577223540371697
389;0.4702820633438385
390;0.48145370359188316
391;0.48651589235741466
392;0.4836148168392575
393;0.48731807782563596
394;0.4800578470249624
395;0.4800578470249624
396;0.5017902293810208
397;0.4856949025014809
398;0.48614840600776976
399;0.4865881670632164
400;0.4888552770073843
401;0.4888552770073843
402;0.47884695620203593
403;0.490438674255675
404;0.49413565424420663
405;0.5039986156297045
406;0.5102473754706702
407;0.5102473754706702
408;0.5105171227056805
409;0.4945454769729037
410;0.5026846507240622
411;0.49965939374609086
412;0.5014802418098159
413;0.5014802418098159
414;0.5121513387071668
415;0.5087791829250206
416;0.5169373999813897
417;0.5084286665157892
418;0.5107179974445734
419;0.5107179974445734
420;0.5184978989595594
421;0.5163807851211278
422;0.5148045023584945
423;0.5159257971509424
424;0.5242837642960082
425;0.5242837642960082
426;0.5195108421385936
427;0.5229577036001578
428;0.5212327362237689
429;0.5258483382356569
430;0.5237291376085004
431;0.5237291376085004
432;0.5264539405067618
433;0.5275069047536852
434;0.5268618881849915
435;0.5342745933700135
436;0.5365584336864883
437;0.5396998296933464
438;0.5395061067699929
439;0.5400779144528753
440;0.5406837992548215
441;0.538216563645866
442;0.5429019602819141
443;0.5429019602819141
444;0.5417631757944473
445;0.5406640801339282
446;0.5475836175130739
447;0.5448229942565233
448;0.5459606928204112
449;0.5459606928204112
450;0.5490177197131091
451;0.5448964143145137
452;0.5398147467799517
453;0.5275731965911182
