temps;vitesse
0;0
1;-0.0
2;-0.0
3;0
4;-0.0
5;0
6;-0.010942817183590137
7;0
8;0.004377126873436055
9;0
10;-0.0
11;-0.0
12;-0.0
13;-0.0
14;-0.0
15;-0.007295211455726758
16;0
17;0.021882333585267588
18;0
19;-0.010939516401677452
20;-0.0
21;0.010569141957433885
22;0.010134433253955421
23;0.010134433253955421
24;0.010134433253955421
25;0.0004347087034784636
26;0.010784838732075393
27;0.010784838732075393
28;0.011231484331405603
29;0.0009451610515630255
30;0.01148819777981944
31;0.01148819777981944
32;0.01148819777981944
33;0.0127950232086107
34;0.0127950232086107
35;0.0127950232086107
36;0.0127950232086107
37;0.013620753150891438
38;-0.010955810024477214
39;0.012578737265878695
40;0.012064801492804074
41;0.012064801492804074
42;0.012064801492804074
43;0.012064801492804074
44;0.012064801492804074
45;0.011543872140343242
46;0.0005175103612838852
47;0.0005175103612838852
48;0.0005175103612838852
49;0.012061382501627128
50;0.012064801492804074
51;0.011543872140343242
52;0.011543872140343242
53;0.000520929352460831
54;0.000520929352460831
55;0.012582311854087959
56;0.012061382501627128
57;0.012064801492804074
58;0.012064801492804074
59;0.012064801492804074
60;0.012064801492804074
61;-0.0005173547642515684
62;-0.0
63;-0.0005175103612838852
64;-0.0
65;-0.0
66;-0.0
67;-0.0010351763898071233
68;-0.0010351763898071233
69;-0.0010351763898071233
70;-0.0010351763898071233
71;-0.0005175103612838852
72;-0.0005175103612838852
73;-0.0005175103612838852
74;-0.0005175103612838852
75;-0.0010348651255354536
76;-0.0010348651255354536
77;-0.0010348651255354536
78;-0.0010348651255354536
79;-0.0010348651255354536
80;-0.0010348651255354536
81;-0.0010348651255354536
82;-0.0
83;-0.0
84;-0.0
85;-0.0
86;-0.0
87;-0.0
88;-0.0005175103612838852
89;-0.0010351763898071233
90;-0.0010351763898071233
91;-0.0010351763898071233
92;-0.0
93;-0.0
94;-0.0
95;0.011543872140343242
96;0.011543872140343242
97;-0.0005175103612838852
98;-0.0005175103612838852
99;-0.0
100;-0.0
101;-0.0
102;-0.0
103;-0.0005175103612838852
104;-0.0005175103612838852
105;-0.0
106;-0.0
107;-0.0
108;-0.0
109;0.000517666028523238
110;0.000517666028523238
111;0.000517666028523238
112;0.000517666028523238
113;-0.0
114;-0.0
115;-0.0
116;-0.0
117;-0.0
118;-0.0
119;-0.0
120;-0.0
121;0.011990675150012666
122;-0.0
123;-0.0004348394639595199
124;-0.0004348394639595199
125;0.019653466553655505
126;-0.0
127;-0.0
128;-0.0004102259093957735
129;-0.0
130;0.018945886993222683
131;0.00950472958260046
132;0.00950472958260046
133;0.00950472958260046
134;0.018945886993222683
135;0.018945886993222683
136;0.018945886993222683
137;0.009094503673204685
138;0.009094503673204685
139;0.009094503673204685
140;0.037661092259928114
141;0.018945886993222683
142;0.018945886993222683
143;0.018945886993222683
144;0.037661092259928114
145;0.027929815043843013
146;0.03726145718557058
147;0.03726145718557058
148;0.03726145718557058
149;0.03450851833315
150;0.04366753928798112
151;0.026433574952208567
152;0.04404342886419548
153;0.04404342886419548
154;0.04404342886419548
155;0.05164770400499411
156;0.042915425931717266
157;0.05164770400499411
158;0.042915425931717266
159;0.04329153832699362
160;0.04329153832699362
161;0.0425392020526077
162;0.0425392020526077
163;0.033922419569207767
164;0.06025565467249313
165;0.06070861244745096
166;0.06070861244745096
167;0.04947616942806506
168;0.07461176578288663
169;0.07368701478147778
170;0.0741701697414328
171;0.08443215635117933
