x;y
0;1.2726132564854866
1;1.264989013073864
2;1.2715555566003207
3;1.2791434696603645
4;1.27867553989381
5;1.3034860042255962
6;1.2799491800066332
7;1.2739896737048084
8;1.284228202779006
9;1.3090743942762102
10;1.2808574348179418
11;1.2782026143819052
12;1.2949164727856388
13;1.285091717507035
14;1.2878397816710154
15;1.2878397816710154
16;1.2952239046002376
17;1.2832745438734838
18;1.3303636637788139
19;1.2439479693846367
20;0.30162003732010184
21;0.30162003732010184
22;0.30162003732010184
23;0.30162003732010184
24;0.30162003732010184
25;0.2885968035085811
26;0.28650818862185057
27;0.012937759032097129
28;-0.09649041280380423
29;0.30153456254067823
30;0.30162003732010184
31;0.2885968035085811
32;0.2885968035085811
33;0.013023233811520773
34;0.013023233811520773
35;0.4969380827453679
36;0.30153456254067823
37;-0.24543830231158786
38;0.30162003732010184
39;0.5751079473620382
40;0.30162003732010184
41;-0.2771624180421363
42;-0.2533608313488855
43;-0.26629859038098264
44;-0.2533608313488855
45;-0.01086771758696159
46;-0.2696209683018848
47;-0.2955003780470629
48;-0.30666651803031814
49;-0.04950843603425372
50;-0.31308435424066405
51;-0.30014270352758315
52;-0.30014270352758315
53;-0.3328133392473646
54;-0.3328133392473646
55;-0.34574720835365386
56;-0.34574720835365386
57;-0.36639045691067224
58;0.248023622473544
59;-0.3403400597853537
60;-0.3274916654584882
61;-0.3274916654584882
62;-0.30162003732010184
63;-0.30162003732010184
64;-0.30162003732010184
65;-0.2885968035085811
66;-0.012937759032097129
67;-0.012937759032097129
68;-0.025875518064194258
69;-0.3274139722858562
70;-0.3274994470652799
71;-0.31447621325375913
72;-0.2885968035085811
73;-0.013023233811520773
74;-0.013023233811520773
75;-0.025960992843617914
76;-0.012937759032097132
77;-0.31455779635219894
78;-0.31455779635219894
79;-0.30162003732010184
80;-0.30162003732010184
81;0.01293386910628921
82;0.0
83;0.0
84;-0.012937759032097129
85;0.0
86;0.0
87;0.02587940974517808
88;0.02587940974517808
89;0.03882106045825903
90;0.03882106045825903
91;0.02587940974517808
92;0.02587940974517808
93;0.012937759032097129
94;0.012937759032097129
95;0.02587162813838634
96;0.02587162813838634
97;0.02587162813838634
98;0.02587162813838634
99;0.02587162813838634
100;0.02587162813838634
101;0.325638506888703
102;0.0
103;-0.010870986598987999
104;-0.010870986598987999
105;0.4913366638413877
106;0.0
107;0.0
108;0.0026821112972027924
109;0.02587940974517808
110;0.49952658457574517
111;0.26349764931018954
112;0.2376182395650115
113;0.2376182395650115
114;0.47364717483056706
115;0.185050371321986
116;0.185050371321986
117;0.24030035086221427
118;0.24030035086221427
119;0.22736259183011714
120;0.9415273064982028
121;0.47364717483056706
122;0.47364717483056706
123;0.48658493386266416
124;0.9544650655303
125;0.6982453760960753
126;0.9315364296392644
127;0.9315364296392644
128;0.9315364296392644
129;0.8497713076156691
130;1.0787468314864472
131;0.6478977230921332
132;1.088144070891806
133;1.101085721604887
134;1.101085721604887
135;1.2911926001248528
136;1.0728856482929316
137;1.2911926001248528
138;1.0728856482929316
139;1.0822884581748404
140;1.0822884581748404
141;0.7637131725648759
142;1.0634800513151925
143;0.8589314758291822
144;1.5172623534113163
145;1.0263786473448864
146;1.517715311186274
147;1.2369042357016267
148;1.8755497923070599
149;1.8421753695369445
150;1.380607068705253
151;1.873185669214472
152;1.3153345521918036
153;1.6283733535173508
154;1.3808609590637717
155;1.3693741257934446
156;1.0448248577443082
157;1.546919733494407
158;1.546919733494407
159;1.836988242361603
160;1.1570934106799158
161;1.6021303014916883
162;0.7495763287520747
163;1.2892051585988116
164;0.8213250269311758
165;1.3417468431516673
166;0.5346797813830144
167;1.5394364907206501
168;1.2969967684110617
169;1.365820239721576
170;1.3645424820842014
171;2.2012293969118124
172;1.7330034831164
173;2.2356607762430993
174;1.4828814919566462
175;1.272255898909692
176;1.8363819424482415
177;1.4148854165875298
178;1.8582331149165654
179;1.8411589126552779
180;2.0856626987070293
181;2.0939399584989395
182;3.9972862495312604
183;4.653268758976885
184;3.19762944782197
185;2.5172212845380226
186;2.4934973940527727
187;2.331470809667326
188;1.9251386651003792
189;1.9082474948079537
190;1.9055581986635277
191;1.6885866760161476
192;2.227666547974231
193;1.8644870093465407
194;2.094513539888549
195;2.2841685543603183
196;2.619052935678676
197;2.57140012447476
198;2.6024328077385057
199;2.269811368525055
200;2.2355414855386573
201;2.4542337589433916
202;3.48884879861438
203;2.9788021986570357
204;2.9800628634554016
205;2.9069690413262927
206;3.4897187640902763
207;2.226562442977593
208;2.7000700448656145
209;2.280373328854575
210;2.0526755626211712
211;2.101705804025318
212;1.8557347628107759
213;1.3375472527117307
214;1.8294263058852733
215;2.064460740938793
216;1.9795418803450755
217;2.4382746514683737
218;1.8831198297754141
219;2.122363689070511
220;2.1428435794107616
221;2.3510747248329618
222;0.44772843380064126
223;0.007165486440015301
224;-1.2335987517816858
225;-1.083996358753846
226;0.10566120465154635
227;1.322496547896078
228;0.8376055745847454
229;2.0979990606653094
230;1.814433658263754
231;1.3123674701119816
232;1.7752921382584315
233;2.0143828920336295
234;1.8181865409946263
235;1.8506393995516068
236;1.3516584675088497
237;1.1256498306949803
238;1.538516187151224
239;1.5516105712563288
240;1.5516105712563288
241;1.3467936474405466
242;1.3781075742756963
243;1.1153717342090765
244;1.2934412769041177
245;1.050899836413189
246;1.052668161302187
247;1.5090657152527283
248;1.475453344046348
249;2.1129375961216508
250;2.059268363958031
251;1.6166373920488086
252;1.89058799925909
253;2.050895202559162
254;2.524396866031549
255;2.2641140214060815
256;2.194613564218484
257;1.9135351587732963
258;2.243649233969142
259;2.1804806543976665
260;2.153043823027418
261;1.703647974351088
262;1.6486575357145907
263;1.363438798768384
264;3.4015114705628657
265;4.307048359886592
266;3.1049427461975694
267;2.334376177801282
268;2.7611776675365913
269;1.7397918860789958
270;2.0139677106261016
271;1.9550572491175686
272;1.910605816266882
273;2.124235768261142
274;1.8312352838917245
275;1.4013230890340609
276;1.8899689078075965
277;1.828008631216712
278;1.9761042080163826
279;1.96719288726488
280;1.695195840291599
281;2.0475455927422654
282;1.8341705989757406
283;2.014001425452545
284;1.6060848027870764
285;1.8126930501952936
286;1.9064489388678183
287;1.9160921645909545
288;1.7186366562189026
289;1.5848271441633268
290;1.768288719632602
291;1.8838616699923205
292;1.8531287083971755
293;1.8758641427389726
294;1.663262710379497
295;1.5872343553958501
296;1.3494715168672566
297;1.3289836220502185
298;1.2851244363360201
299;1.2450426402899686
300;1.007495795268215
301;1.1575918091438346
302;1.3315049017933747
303;1.7751431752477675
304;1.892855370660375
305;1.6274651089381087
306;1.6636370497069897
307;1.5605353836254012
308;1.3569620632247008
309;1.4703570490580535
310;1.550783683850783
311;2.025089055445127
312;1.6253870652139484
313;1.7828794807404984
314;1.6513746806137473
315;1.9898805267829847
316;1.9425581704767854
317;2.315471943003426
318;1.723477326483766
319;1.8202760609928426
320;2.0198572591863457
321;1.7787870733807902
322;1.8873465431794885
323;1.6579755451494884
324;1.8865619603215504
325;2.084542966613384
326;2.2669264238682985
327;1.6958180026664271
328;1.4495522046273148
329;1.5826454438503252
330;1.7577697701956925
331;1.304708418352414
332;1.6479964808950045
333;1.2337049042278239
334;1.18371069861556
335;1.6892628231135853
336;1.9801018818947609
337;1.9031050677382784
338;1.9865773187292937
339;1.7439833393698159
340;2.2576846560511132
341;2.191036237368994
342;2.1356925723156976
343;1.8961498498276343
344;1.6122597083407548
345;1.381157276341384
346;1.599678922722024
347;1.9817336497111926
348;2.0872240581189403
349;1.9214539769399088
350;1.8607849213141043
351;1.6899615300938378
352;1.691274794341624
353;1.2889959732162004
354;1.8211000195045277
355;1.4307265567596372
356;1.7569526146806236
357;1.2511865648970402
358;1.5352293963339425
359;1.451528431497745
360;1.8456720976936873
361;1.625869397355331
362;1.4244089065151067
363;1.498718834708175
364;1.8288985230235686
365;1.4364953068376913
366;1.4477369394882729
367;1.598005999380503
368;1.870813403120737
369;1.9677348725557582
370;1.9421092091058523
371;2.393915253799479
372;2.008833264898105
373;2.3481939455552228
374;2.2166823811506475
375;1.8329257357352051
376;2.1317593004587705
377;1.8523960457944728
378;1.8241205681748778
379;1.9493864826223297
380;1.4923629145452295
381;1.6606111696735968
382;1.3468241605801416
383;1.717740297900995
384;1.9763427436885586
385;2.3333544086060765
386;2.27105175824958
387;1.9886675823638498
388;1.92952589450449
389;1.3836120872354265
390;1.5673338518474647
391;1.7096189540881253
392;1.7538268914334645
393;1.5960333285650232
394;1.7328652688916562
395;1.9197201460128948
396;1.844771870807335
397;1.844717243283288
398;1.617907685065989
399;1.643179782385762
400;1.5159495028442493
401;1.5805126818436155
402;1.6340066338193087
403;1.8704228571678612
404;1.7491923474791116
405;1.7755016867666118
406;1.3580556148257068
407;1.6574253447758243
408;1.587759554664979
409;1.3891568722954606
410;1.0568858504154302
411;0.9303311312771428
412;1.0709780916876064
413;1.0047206732012315
414;1.1701010290007265
415;1.3554186586262769
416;0.8692051076366863
417;1.3501231797966375
418;1.333942519055578
419;1.3372436847414737
420;1.2957130561859291
421;1.2340321659620428
422;1.6013751019969533
423;1.3115821506559766
424;1.1906880387560173
425;0.9166366126055925
426;0.9334060510600928
427;0.8643904696463256
428;0.8860892528682662
429;1.2853803961876866
430;1.158326724726172
431;1.130925514210572
432;0.9583626242533949
433;0.6523238695325589
